crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	Inf	2367	0.000000
281474976710655.000000	-103.788284	2368	0.000000
281474976710655.000000	-47.630253	2369	0.000000
281474976710655.000000	-84.990318	2370	0.000000
281474976710655.000000	-92.632889	2371	0.000000
281474976710655.000000	-62.855877	2372	0.000000
281474976710655.000000	-72.643974	2373	0.000000
281474976710655.000000	-49.126354	2374	0.000000
281474976710655.000000	-59.253368	2375	0.000000
281474976710655.000000	-61.095379	2376	0.000000
281474976710655.000000	-56.281372	2377	0.000000
281474976710655.000000	-50.431351	2378	0.000000
281474976710655.000000	-44.141659	2379	0.000000
281474976710655.000000	-41.830105	2380	0.000000
281474976710655.000000	-36.358189	2381	0.000000
281474976710655.000000	-31.456051	2382	0.000000
281474976710655.000000	-29.080864	2383	0.000000
281474976710655.000000	-26.039803	2384	0.000000
281474976710655.000000	-29.777496	2385	0.000000
281474976710655.000000	-26.044989	2386	0.000000
281474976710655.000000	-25.348942	2387	0.000000
281474976710655.000000	-24.921011	2388	0.000000
281474976710655.000000	-20.108738	2389	0.000000
281474976710655.000000	-19.763910	2390	0.000000
281474976710655.000000	-18.411810	2391	0.000000
281474976710655.000000	-18.271996	2392	0.000000
281474976710655.000000	-15.263093	2393	0.000000
281474976710655.000000	-14.201854	2394	0.000000
281474976710655.000000	-12.652024	2395	0.000000
281474976710655.000000	-13.081058	2396	0.000000
281474976710655.000000	-10.675950	2397	0.000000
281474976710655.000000	-9.913136	2398	0.000000
281474976710655.000000	-9.496841	2399	0.000000
281474976710655.000000	-8.228885	2400	0.000000
