num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2875	4086.384362	92.652904	-4.600754	-0.530664	116.062484
2877	4088.462392	91.501926	-4.557002	-0.534967	135.497546
2879	4090.546063	90.862750	-4.473449	-0.535335	108.629282
2881	4092.624973	90.106135	-4.226627	-0.534927	118.211703
2883	4094.705908	89.611889	-4.358816	-0.536425	115.019755
2885	4096.786829	88.675820	-4.314599	-0.539822	113.913674
2887	4098.866728	88.057176	-4.192987	-0.542565	115.873212
2889	4100.946770	87.327119	-4.153534	-0.541467	108.546506
2891	4103.026639	86.520909	-4.251593	-0.541596	107.683767
2893	4105.106558	85.784289	-4.061572	-0.545470	102.680796
2895	4107.185382	85.045677	-4.070088	-0.544175	103.438782
2897	4109.264475	84.072874	-3.945626	-0.543266	104.391600
2899	4111.344385	83.226754	-3.765837	-0.545903	97.774889
2901	4113.423111	82.377208	-3.741395	-0.545597	96.688343
2903	4115.503526	81.620895	-3.673199	-0.549348	98.100853
2905	4117.584386	80.911656	-3.541979	-0.550760	91.977332
2907	4119.663767	80.175952	-3.561989	-0.550535	94.257144
2909	4121.745121	79.307302	-3.367523	-0.551642	90.210029
2911	4123.825061	78.762952	-3.324062	-0.553456	89.237894
2913	4125.904856	77.939794	-3.219188	-0.555339	87.454684
2915	4127.985507	77.246635	-3.162714	-0.558744	87.431524
2917	4130.063977	76.528716	-3.196650	-0.557892	81.335275
2919	4132.144778	75.803772	-3.190599	-0.559687	83.769812
2921	4134.223449	75.114498	-3.129739	-0.560726	82.855516
2923	4136.303262	74.367386	-3.004124	-0.563663	78.572324
2925	4138.382716	73.710572	-3.080863	-0.563029	80.771323
2927	4140.463330	73.003461	-3.001056	-0.563700	77.065488
2929	4142.543495	72.286167	-2.929943	-0.563746	75.712230
2931	4144.624698	71.696099	-2.960756	-0.563953	74.554278
2933	4146.704824	71.051933	-2.874268	-0.563304	73.580109
2935	4148.786099	70.424791	-2.807393	-0.563029	70.065429
2937	4150.866278	69.940151	-2.790858	-0.563572	69.484003
2939	4152.947292	69.312231	-2.657424	-0.565448	69.844853
2941	4155.027294	68.741551	-2.581093	-0.566278	65.110758
2943	4157.107586	68.024569	-2.524455	-0.567076	66.629166
2945	4159.187332	67.306751	-2.473079	-0.570421	67.693939
2947	4161.266920	66.652908	-2.380865	-0.570722	65.181516
2949	4163.346632	66.110660	-2.295237	-0.570925	62.071519
2951	4165.426262	65.506998	-2.266763	-0.570850	60.376571
2953	4167.505748	64.784707	-2.178912	-0.571889	61.228370
2955	4169.583255	64.117002	-2.213736	-0.572280	58.427274
2957	4171.662316	63.400066	-2.075240	-0.572423	56.518809
2959	4173.741222	62.690180	-2.102846	-0.572481	54.079932
2961	4175.821330	62.097765	-1.994325	-0.572634	55.363777
2963	4177.899936	61.514768	-1.948663	-0.571686	53.853882
2965	4179.979462	60.939820	-1.859231	-0.572179	52.979450
2967	4182.058546	60.247761	-1.836314	-0.573058	50.718229
2969	4184.138224	59.610342	-1.773629	-0.574457	50.709376
2971	4186.219393	59.043765	-1.679364	-0.575881	50.343492
2973	4188.297473	58.378834	-1.688716	-0.576666	49.581843
2975	4190.377001	57.909896	-1.671708	-0.576139	46.653794
2977	4192.457802	57.399604	-1.488847	-0.576309	45.865621
2979	4194.536803	56.738788	-1.538078	-0.578012	48.279012
2981	4196.616371	56.260072	-1.389976	-0.577804	45.256237
2983	4198.696211	55.647800	-1.458906	-0.580176	42.993471
2985	4200.774419	55.038465	-1.403533	-0.579761	42.363366
2987	4202.853593	54.425212	-1.378769	-0.580428	42.605960
2989	4204.933429	53.871632	-1.305628	-0.579345	42.685673
2991	4207.014290	53.310777	-1.334724	-0.580400	39.865471
2993	4209.093968	52.953640	-1.290474	-0.579923	40.181263
2995	4211.174005	52.276969	-1.258946	-0.581428	37.723470
2997	4213.254932	51.769628	-1.190338	-0.580651	36.533351
2999	4215.335051	51.347126	-1.107699	-0.580438	37.238223
3001	4217.415267	50.732434	-1.173799	-0.581208	37.175512
3003	4219.494749	50.266924	-1.138455	-0.582012	37.063117
3005	4221.574604	49.661164	-1.099574	-0.583174	34.622782
3007	4223.654392	49.077503	-1.073166	-0.583662	34.776343
3009	4225.735531	48.645993	-0.995915	-0.583926	33.406690
3011	4227.814604	48.156983	-0.977536	-0.585646	32.906681
3013	4229.892547	47.634880	-0.957020	-0.584129	31.674427
3015	4231.971995	47.227599	-0.852153	-0.584532	30.751286
3017	4234.052335	46.614002	-0.872296	-0.585358	31.165874
3019	4236.127967	46.268473	-0.794079	-0.582436	29.660598
3021	4238.206454	45.767548	-0.791540	-0.581218	28.996404
3023	4240.285539	45.291648	-0.780284	-0.578929	28.769271
3025	4242.364340	44.834516	-0.692361	-0.578800	27.038484
3027	4244.441592	44.289742	-0.692297	-0.578397	27.390870
3029	4246.519728	43.869983	-0.674563	-0.573609	26.790673
3031	4248.601396	43.277186	-0.622269	-0.576919	25.240379
3033	4250.680048	42.897953	-0.598651	-0.575337	25.710269
3035	4252.760097	42.484685	-0.553187	-0.576276	24.463599
3037	4254.838880	42.018474	-0.501271	-0.575278	24.075371
3039	4256.918610	41.524270	-0.472078	-0.574972	23.796112
3041	4258.997965	41.064123	-0.457790	-0.575285	22.911168
3043	4261.077667	40.678192	-0.399059	-0.574661	23.053427
3045	4263.156808	40.188613	-0.413055	-0.575321	22.408953
3047	4265.235190	39.765172	-0.393452	-0.575478	21.717494
3049	4267.314389	39.289795	-0.365134	-0.574921	21.284781
3051	4269.393798	38.926191	-0.278191	-0.574110	21.789579
3053	4271.472633	38.408758	-0.297957	-0.573188	20.081707
3055	4273.551367	37.982128	-0.227654	-0.572380	19.972906
3057	4275.631062	37.399072	-0.231706	-0.570842	19.546873
3059	4277.711922	37.052368	-0.217863	-0.572413	19.594469
3061	4279.791948	36.684659	-0.158958	-0.572851	19.107554
3063	4281.872222	36.296295	-0.165578	-0.571333	17.037660
3065	4283.951235	35.662451	-0.114666	-0.564630	16.950305
3067	4286.031227	35.256819	-0.128608	-0.565842	17.896530
3069	4288.111823	34.932195	-0.079822	-0.565226	16.802854
3071	4290.191999	34.524048	-0.059584	-0.567022	15.733023
3073	4292.270248	34.094926	-0.034909	-0.563130	16.250236
