crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	42.417023	394	0.000000
281474976710655.000000	37.615353	395	0.000000
281474976710655.000000	32.099850	396	0.000000
281474976710655.000000	25.209175	397	0.000000
281474976710655.000000	21.613571	398	0.000000
281474976710655.000000	17.530525	399	0.000000
281474976710655.000000	14.648352	400	0.000000
281474976710655.000000	11.486225	401	0.000000
281474976710655.000000	9.706975	402	0.000000
281474976710655.000000	7.737157	403	0.000000
281474976710655.000000	6.208497	404	0.000000
281474976710655.000000	4.841010	405	0.000000
281474976710655.000000	4.020065	406	0.000000
281474976710655.000000	3.146421	407	0.000000
281474976710655.000000	2.584705	408	0.000000
281474976710655.000000	1.879607	409	0.000000
