num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2523	6512.129690	83.749956	-4.843423	2.626507	113.696686
2525	6514.210820	81.696735	-4.847356	2.623237	113.367422
2527	6516.291700	79.534573	-4.899161	2.622824	106.492261
2529	6518.375721	77.590657	-4.919160	2.622656	97.439526
2531	6520.458501	75.670783	-4.905115	2.623343	94.008851
2533	6522.540201	73.818721	-4.916240	2.624714	91.811043
2535	6524.621804	71.868349	-4.933449	2.626449	89.091337
2537	6526.704805	69.947767	-4.957868	2.626571	83.069167
2539	6528.789260	67.995681	-5.024518	2.624831	81.742425
2541	6530.875427	65.997337	-5.048397	2.621722	74.288764
2543	6532.960966	64.237570	-5.039593	2.617286	70.535443
2545	6535.046210	62.522470	-5.005235	2.614709	64.724505
2547	6537.130420	60.795615	-4.999924	2.613650	63.811639
2549	6539.212532	59.044658	-4.975510	2.612049	59.604586
2551	6541.296126	57.318863	-4.945912	2.612053	55.300683
2553	6543.378723	55.654882	-4.919888	2.612448	51.626329
2555	6545.460318	54.043800	-4.898608	2.611755	49.246852
2557	6547.542765	52.480112	-4.868725	2.610578	47.152103
2559	6549.624877	50.761013	-4.832388	2.609221	42.179284
2561	6551.706517	49.342574	-4.868404	2.608918	41.455325
2563	6553.789706	47.817454	-4.915715	2.609909	38.016776
2565	6555.873645	46.354181	-4.838029	2.606415	35.046629
2567	6557.955626	45.082725	-4.804101	2.607088	33.725804
2569	6560.037909	43.659961	-4.799813	2.606853	33.193049
2571	6562.120503	42.444730	-4.750796	2.605759	32.389911
2573	6564.201981	41.191568	-4.727571	2.606051	30.057146
2575	6566.282008	39.957216	-4.652725	2.605175	26.826255
2577	6568.361644	38.853976	-4.598900	2.605736	27.027833
2579	6570.440408	37.732174	-4.513665	2.605257	24.564547
2581	6572.518220	36.556874	-4.484338	2.602012	22.622496
2583	6574.596137	35.431952	-4.389173	2.599066	22.024756
2585	6576.672784	34.248676	-4.244204	2.597049	20.473705
2587	6578.754077	32.960652	-4.229948	2.596629	19.453924
2589	6580.833609	31.903495	-4.128935	2.597492	17.802094
2591	6582.916639	30.990793	-4.045117	2.599819	15.439691
2593	6584.999309	30.080847	-3.938043	2.601515	14.890652
2595	6587.079364	29.031912	-3.886019	2.602611	16.117351
2597	6589.164489	28.175756	-3.783808	2.604352	13.327236
2599	6591.249957	27.278498	-3.712598	2.603004	13.163123
2601	6593.335674	26.397433	-3.649975	2.601524	12.988556
2603	6595.425346	25.580720	-3.590287	2.600401	13.111349
2605	6597.512146	24.800405	-3.482439	2.596593	9.980531
