num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1831	2955.225816	88.304641	-0.316590	2.535722	136.204865
1833	2957.308907	87.586244	-0.059407	2.533011	125.212211
1835	2959.390775	86.347098	0.006328	2.531695	131.119135
1837	2961.471668	85.107318	0.023830	2.531683	131.262500
1839	2963.553816	84.057770	0.106663	2.529908	113.931068
1841	2965.636146	82.834760	0.190415	2.529614	110.123569
1843	2967.717295	81.676552	0.215594	2.530354	117.314956
1845	2969.800192	80.373460	0.298862	2.529167	110.313808
1847	2971.882579	79.053564	0.360686	2.529799	110.128896
1849	2973.964751	77.830346	0.352341	2.526208	104.307005
1851	2976.048701	76.671136	0.481278	2.524334	100.008576
1853	2978.130808	75.347356	0.429550	2.524377	99.435377
1855	2980.213068	74.094340	0.417926	2.526034	93.907420
1857	2982.293523	73.123189	0.517576	2.527470	94.433994
1859	2984.373692	72.261410	0.486891	2.530854	85.952060
1861	2986.454413	71.228968	0.677130	2.532633	87.442029
1863	2988.535242	70.074377	0.668209	2.533590	84.053480
1865	2990.617730	69.013347	0.781414	2.532917	82.817862
1867	2992.701033	67.842152	0.785255	2.531323	79.138157
1869	2994.785061	66.725354	0.800319	2.526786	76.984281
1871	2996.868075	65.549017	0.803828	2.523901	74.285952
1873	2998.950535	64.526032	0.878526	2.526540	70.343248
1875	3001.031876	63.419097	0.874349	2.527729	70.942156
1877	3003.112473	62.557700	0.925265	2.529157	64.585683
1879	3005.193591	61.493200	0.923235	2.530249	65.515575
1881	3007.274807	60.561698	0.921389	2.529494	60.322247
1883	3009.355898	59.552966	0.986102	2.530641	60.264782
1885	3011.437624	58.462009	1.021589	2.529616	58.258767
1887	3013.519124	57.610996	1.011110	2.530359	55.246681
1889	3015.601035	56.527052	1.053698	2.530991	51.400813
1891	3017.684170	55.519668	1.123302	2.532160	52.089917
1893	3019.766686	54.545957	1.156977	2.532296	50.812203
1895	3021.849415	53.580238	1.229081	2.534602	51.774461
1897	3023.932862	52.634195	1.240151	2.535288	48.081036
1899	3026.014653	51.874187	1.287324	2.534561	44.641615
1901	3028.094986	51.172641	1.332310	2.533289	43.161343
1903	3030.175054	50.317465	1.332507	2.531430	40.972834
1905	3032.254553	49.249369	1.361302	2.531824	40.273127
1907	3034.334131	48.173674	1.318088	2.529889	39.258111
1909	3036.414618	47.501431	1.382326	2.526756	37.330032
1911	3038.495629	46.720979	1.465326	2.528879	36.108215
1913	3040.577489	45.814061	1.428932	2.530524	33.897344
1915	3042.658589	44.953065	1.413410	2.532389	33.088485
1917	3044.741817	44.186166	1.446065	2.533141	32.011861
1919	3046.824212	43.405661	1.409052	2.533605	30.880051
1921	3048.905944	42.601713	1.427999	2.535995	29.387543
1923	3050.987205	41.902633	1.441409	2.535452	28.451690
1925	3053.068997	41.104644	1.417961	2.536953	27.855517
1927	3055.149393	40.470499	1.556395	2.535822	26.251119
1929	3057.231182	39.634545	1.481646	2.537323	24.633703
1931	3059.310412	38.799245	1.459013	2.539536	24.689079
1933	3061.392485	38.104375	1.498040	2.540436	23.820151
1935	3063.472673	37.357542	1.491834	2.542359	23.825064
1937	3065.557423	36.502330	1.532521	2.546439	23.219403
1939	3067.641443	35.750045	1.527126	2.550271	22.807154
1941	3069.725051	35.204365	1.511696	2.551115	19.574981
1943	3071.808452	34.382505	1.480524	2.553959	19.646947
1945	3073.894106	33.765187	1.499292	2.556454	18.716979
1947	3075.976647	33.172496	1.478120	2.557549	18.933850
1949	3078.057403	32.798448	1.528981	2.556699	17.212234
1951	3080.140178	32.097049	1.511451	2.562809	16.468779
1953	3082.221022	31.664350	1.486244	2.564772	15.707077
1955	3084.301142	30.990120	1.469029	2.568751	15.624099
1957	3086.379312	30.324910	1.458772	2.573320	15.693359
1959	3088.460700	29.707723	1.474581	2.575444	13.803362
1961	3090.540445	29.185237	1.436002	2.576906	14.270519
