crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	132.787949	1833	0.000000
281474976710655.000000	123.423347	1834	0.000000
281474976710655.000000	Inf	1835	0.000000
281474976710655.000000	128.811539	1836	0.000000
281474976710655.000000	117.614113	1837	0.000000
281474976710655.000000	Inf	1838	0.000000
281474976710655.000000	124.058548	1839	0.000000
281474976710655.000000	117.403397	1840	0.000000
281474976710655.000000	125.652534	1841	0.000000
281474976710655.000000	119.652397	1842	0.000000
281474976710655.000000	Inf	1843	0.000000
281474976710655.000000	113.937019	1844	0.000000
281474976710655.000000	111.694801	1845	0.000000
281474976710655.000000	107.513115	1846	0.000000
281474976710655.000000	110.641121	1847	0.000000
281474976710655.000000	70.465767	1848	0.000000
281474976710655.000000	104.373810	1849	0.000000
281474976710655.000000	102.764297	1850	0.000000
281474976710655.000000	96.586601	1851	0.000000
281474976710655.000000	48.827675	1852	0.000000
281474976710655.000000	100.834526	1853	0.000000
281474976710655.000000	194.501816	1854	0.000000
281474976710655.000000	97.179237	1855	0.000000
281474976710655.000000	45.990532	1856	0.000000
281474976710655.000000	77.259956	1857	0.000000
281474976710655.000000	91.234207	1858	0.000000
281474976710655.000000	61.263275	1859	0.000000
281474976710655.000000	86.181419	1860	0.000000
281474976710655.000000	91.424347	1861	0.000000
281474976710655.000000	87.434120	1862	0.000000
281474976710655.000000	81.670273	1863	0.000000
281474976710655.000000	82.843903	1864	0.000000
281474976710655.000000	80.828751	1865	0.000000
281474976710655.000000	77.522919	1866	0.000000
281474976710655.000000	78.756195	1867	0.000000
281474976710655.000000	79.092529	1868	0.000000
281474976710655.000000	80.167305	1869	0.000000
281474976710655.000000	75.725922	1870	0.000000
281474976710655.000000	47.590420	1871	0.000000
281474976710655.000000	73.915756	1872	0.000000
281474976710655.000000	70.789688	1873	0.000000
281474976710655.000000	68.076149	1874	0.000000
281474976710655.000000	35.628292	1875	0.000000
281474976710655.000000	68.740303	1876	0.000000
281474976710655.000000	52.128895	1877	0.000000
281474976710655.000000	63.191776	1878	0.000000
281474976710655.000000	72.020317	1879	0.000000
281474976710655.000000	62.242126	1880	0.000000
281474976710655.000000	66.653419	1881	0.000000
281474976710655.000000	40.728817	1882	0.000000
281474976710655.000000	46.859154	1883	0.000000
281474976710655.000000	62.393810	1884	0.000000
281474976710655.000000	44.279434	1885	0.000000
281474976710655.000000	56.891979	1886	0.000000
281474976710655.000000	35.071640	1887	0.000000
281474976710655.000000	52.874008	1888	0.000000
281474976710655.000000	36.740303	1889	0.000000
281474976710655.000000	57.982491	1890	0.000000
281474976710655.000000	44.415230	1891	0.000000
281474976710655.000000	51.693375	1892	0.000000
281474976710655.000000	54.567547	1893	0.000000
281474976710655.000000	49.170715	1894	0.000000
281474976710655.000000	51.918385	1895	0.000000
281474976710655.000000	38.565174	1896	0.000000
281474976710655.000000	59.028027	1897	0.000000
281474976710655.000000	52.186275	1898	0.000000
281474976710655.000000	51.395229	1899	0.000000
281474976710655.000000	35.983105	1900	0.000000
281474976710655.000000	52.580036	1901	0.000000
281474976710655.000000	53.675491	1902	0.000000
281474976710655.000000	38.235115	1903	0.000000
281474976710655.000000	39.504185	1904	0.000000
281474976710655.000000	35.749737	1905	0.000000
281474976710655.000000	45.147655	1906	0.000000
281474976710655.000000	41.940277	1907	0.000000
281474976710655.000000	42.567703	1908	0.000000
281474976710655.000000	35.965942	1909	0.000000
281474976710655.000000	37.478821	1910	0.000000
281474976710655.000000	37.276390	1911	0.000000
281474976710655.000000	30.949646	1912	0.000000
281474976710655.000000	30.519384	1913	0.000000
281474976710655.000000	46.698322	1914	0.000000
281474976710655.000000	29.730738	1915	0.000000
281474976710655.000000	37.130428	1916	0.000000
281474976710655.000000	35.585983	1917	0.000000
281474976710655.000000	32.420258	1918	0.000000
281474976710655.000000	26.347786	1919	0.000000
281474976710655.000000	32.536205	1920	0.000000
281474976710655.000000	29.981825	1921	0.000000
281474976710655.000000	27.515154	1922	0.000000
