num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2219	5519.937809	77.900186	-1.116825	-0.534544	124.001408
2221	5522.025365	72.921923	-1.145314	-0.534111	112.723900
2223	5524.113916	68.223295	-1.152213	-0.532630	96.206304
2225	5526.201716	63.643010	-1.204677	-0.530870	90.058488
2227	5528.286418	59.391126	-1.283686	-0.534012	77.853623
2229	5530.367674	55.120993	-1.302149	-0.540376	67.134989
2231	5532.446999	50.804109	-1.293001	-0.544203	58.604747
2233	5534.529016	46.946033	-1.291690	-0.546537	51.692291
2235	5536.612980	43.285048	-1.288911	-0.547415	44.530148
2237	5538.698597	39.950766	-1.251403	-0.546131	37.699906
2239	5540.785944	36.780120	-1.228090	-0.547539	34.350516
2241	5542.876198	33.846678	-1.217269	-0.551764	29.110303
2243	5544.968194	31.198378	-1.163802	-0.557608	23.074997
2245	5547.057656	28.971522	-1.072015	-0.560831	20.051222
2247	5549.140715	26.892879	-0.993059	-0.556197	16.268936
2249	5551.222352	24.801328	-0.943849	-0.549752	13.947515
2251	5553.305790	22.663846	-0.890423	-0.545102	10.988551
