num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1871	4775.824760	84.432016	-7.627234	-0.531720	143.373199
1873	4777.911046	74.778207	-7.522416	-0.531803	138.100118
1875	4779.994747	65.569371	-7.233456	-0.530803	104.467647
1877	4782.079323	56.749135	-6.845524	-0.533139	82.494613
1879	4784.163882	48.686507	-6.495528	-0.535361	59.912150
1881	4786.247924	41.514355	-6.011693	-0.538523	46.286987
1883	4788.333644	35.474132	-5.349574	-0.540090	33.397844
1885	4790.418477	30.088408	-4.637423	-0.541525	23.326465
1887	4792.503933	25.445870	-3.983753	-0.540737	17.075279
1889	4794.593523	21.457898	-3.381235	-0.537852	12.621543
