num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2095	5380.906905	78.796212	-1.572620	2.730368	6.455912
2097	5382.994554	89.928061	0.322531	2.702637	164.129306
2099	5385.079653	84.935195	0.238616	2.698619	145.525665
2101	5387.165101	80.061458	0.187232	2.697413	141.763859
2103	5389.250822	75.150360	0.120789	2.696491	118.820059
2105	5391.333134	70.412373	0.075997	2.696925	104.363909
2107	5393.417591	65.826105	0.068114	2.696692	96.487088
2109	5395.498396	61.382327	-0.023508	2.699188	85.915028
2111	5397.579235	57.021864	-0.066674	2.702367	73.059208
2113	5399.664779	52.703098	-0.153019	2.701291	63.981185
2115	5401.752683	48.709974	-0.194572	2.698564	52.169587
2117	5403.839079	45.214200	-0.221159	2.696620	47.561270
2119	5405.922775	41.627696	-0.245456	2.695037	40.014172
2121	5408.006317	38.545400	-0.259377	2.690973	34.393415
2123	5410.090054	35.403755	-0.249513	2.686793	29.777715
2125	5412.174334	32.481542	-0.198889	2.684480	24.580289
2127	5414.264541	29.730638	-0.199361	2.687894	20.160193
2129	5416.359564	27.487602	-0.245819	2.694915	17.994768
2131	5418.451568	25.304551	-0.233919	2.693715	14.606619
