num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1721	2814.600677	83.756073	-0.063710	2.576410	131.057813
1723	2816.682563	82.031508	-0.073571	2.575393	117.326878
1725	2818.763235	80.198050	0.046679	2.573541	129.236567
1727	2820.847851	78.791713	-0.008175	2.576898	118.219415
1729	2822.932399	76.990130	0.051369	2.578217	113.174430
1731	2825.017423	75.292768	0.133687	2.577423	101.185356
1733	2827.100338	73.780230	0.131155	2.574647	101.274292
1735	2829.183160	72.442268	0.211868	2.574829	94.870210
1737	2831.265833	71.065358	0.269620	2.573650	89.719100
1739	2833.348257	69.538291	0.349407	2.571370	89.840693
1741	2835.430819	68.044420	0.363378	2.570710	85.589884
1743	2837.514577	66.647039	0.422565	2.569432	79.595731
1745	2839.598553	65.066702	0.366467	2.570024	76.936497
1747	2841.681138	63.655647	0.424077	2.569260	75.838412
1749	2843.763788	62.242582	0.467276	2.569507	69.840943
1751	2845.844697	61.074011	0.417385	2.571323	66.295903
1753	2847.925502	59.799268	0.462853	2.574109	62.060305
1755	2850.006449	58.495796	0.538148	2.576695	61.166430
1757	2852.089542	56.954665	0.588005	2.576419	58.903245
1759	2854.175595	55.625518	0.548665	2.571763	55.002918
1761	2856.260822	54.284023	0.583903	2.567547	54.527328
1763	2858.343802	53.162483	0.707825	2.570570	51.955187
1765	2860.423581	52.090746	0.636995	2.572239	48.424929
1767	2862.504050	50.788868	0.667168	2.575514	45.326614
1769	2864.584671	49.500625	0.660077	2.575727	43.364275
1771	2866.667461	48.182277	0.717735	2.574301	41.909150
1773	2868.751099	46.884290	0.747465	2.575323	39.522033
1775	2870.836619	45.788447	0.765923	2.575382	36.560541
1777	2872.921326	44.823543	0.782502	2.575179	36.129856
1779	2875.003940	43.603478	0.767798	2.575830	34.317823
1781	2877.086538	42.606046	0.786419	2.577706	33.525513
1783	2879.168890	41.498225	0.817029	2.578965	30.964854
1785	2881.250425	40.420232	0.781989	2.580209	28.638990
1787	2883.333040	39.395219	0.821790	2.580143	27.606586
1789	2885.414652	38.344446	0.813386	2.583766	25.395666
1791	2887.494168	37.384746	0.820828	2.583012	24.898061
1793	2889.574956	36.338319	0.812517	2.583777	23.117406
1795	2891.658610	35.340357	0.772078	2.587092	23.146081
1797	2893.743744	34.400028	0.793300	2.591274	22.225474
1799	2895.832188	33.705222	0.783246	2.595658	20.939985
1801	2897.917575	32.909998	0.795861	2.602805	19.907179
1803	2900.000178	32.084894	0.841948	2.608014	18.424681
1805	2902.079507	31.304309	0.813403	2.608263	16.704435
1807	2904.158241	30.271009	0.828035	2.608513	16.866970
1809	2906.237077	29.407035	0.839570	2.609610	16.346675
1811	2908.317170	28.738462	0.799360	2.609935	14.639145
1813	2910.398625	28.011700	0.793378	2.614815	14.176161
1815	2912.486774	27.196131	0.815398	2.619348	13.501457
1817	2914.570649	26.667674	0.782820	2.621212	12.523422
