num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
563	1467.952501	76.397002	-1.349909	2.606261	146.784195
565	1470.038601	69.999269	-1.404218	2.605073	126.082516
567	1472.125523	63.487980	-1.377956	2.604024	104.267155
569	1474.211609	57.529065	-1.191294	2.602501	85.748364
571	1476.299298	51.791794	-1.116797	2.600499	66.306839
573	1478.388418	46.486408	-1.056773	2.600363	56.290117
575	1480.478522	41.584607	-0.968316	2.604793	42.246545
577	1482.570032	37.035001	-0.901245	2.608783	35.799889
579	1484.663198	32.988791	-0.819811	2.615054	28.887898
581	1486.753897	29.336595	-0.711592	2.625675	21.789290
583	1488.842940	26.026652	-0.561042	2.643435	17.156461
585	1490.928447	23.259033	-0.512645	2.659267	13.352739
587	1493.011618	20.678505	-0.425272	2.673717	10.781163
