num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
675	1641.914351	83.422895	-5.442745	2.517969	166.027516
677	1644.000498	78.458590	-5.485967	2.519149	160.019102
679	1646.083957	74.296827	-5.192352	2.517694	126.736248
681	1648.171290	69.742811	-5.120817	2.517759	112.474704
683	1650.256048	65.689274	-4.854450	2.517999	104.272596
685	1652.342770	61.613184	-4.632082	2.518149	89.845539
687	1654.427810	57.672914	-4.491489	2.515440	81.451362
689	1656.514889	53.932317	-4.313042	2.516109	64.345906
691	1658.600194	50.379266	-4.252771	2.516716	59.705999
693	1660.686551	46.947175	-4.022117	2.515906	48.954772
695	1662.775174	43.629200	-3.901811	2.517410	44.737063
697	1664.861902	40.643242	-3.660673	2.519541	38.488788
699	1666.949342	37.676947	-3.470698	2.523874	33.949317
701	1669.037117	34.974617	-3.195256	2.528799	27.437323
703	1671.124002	32.311644	-2.980103	2.537957	24.048608
705	1673.213183	29.979306	-2.742174	2.547618	19.531478
707	1675.300720	27.661693	-2.531501	2.557104	17.629867
709	1677.387008	25.584041	-2.351425	2.565821	14.944920
