num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1483	2565.728248	85.582273	1.637430	-0.539354	124.964819
1485	2567.811642	83.987592	2.168316	-0.535464	133.431927
1487	2569.899132	82.578305	1.958083	-0.536256	126.780602
1489	2571.980719	81.037264	2.076356	-0.533645	118.333151
1491	2574.065672	79.391450	2.063551	-0.536569	103.654157
1493	2576.147340	77.853610	2.169188	-0.539120	112.505228
1495	2578.229771	76.280602	2.135205	-0.537590	102.024879
1497	2580.314434	74.936469	2.134432	-0.540157	98.353171
1499	2582.394866	73.202070	2.126632	-0.540890	103.010198
1501	2584.478045	71.842921	2.115507	-0.539649	91.556503
1503	2586.557461	70.515084	2.139013	-0.536567	89.748481
1505	2588.638647	68.836324	2.196630	-0.535256	87.478451
1507	2590.722946	67.157704	2.316046	-0.535540	82.824054
1509	2592.808240	65.819984	2.310507	-0.540522	76.634067
1511	2594.893530	64.535121	2.240514	-0.543595	71.573492
1513	2596.973630	63.230934	2.361824	-0.541352	72.074269
1515	2599.053294	62.061024	2.315197	-0.535979	68.699733
1517	2601.134080	60.315423	2.371455	-0.532395	65.419384
1519	2603.219231	58.887683	2.323782	-0.536686	60.997383
1521	2605.304528	57.523402	2.344305	-0.541842	60.409064
1523	2607.388523	56.376282	2.329918	-0.543233	58.673077
1525	2609.469512	55.144171	2.397352	-0.540798	54.387783
1527	2611.548140	53.966469	2.293010	-0.538256	50.854585
1529	2613.629058	52.704216	2.376791	-0.537582	47.933093
1531	2615.709566	51.394191	2.394903	-0.535707	46.538575
1533	2617.790687	50.070216	2.398034	-0.534922	45.618558
1535	2619.875215	48.877723	2.415729	-0.534607	41.347387
1537	2621.956911	47.509987	2.330042	-0.536411	39.153063
1539	2624.040674	46.390180	2.331781	-0.537339	37.009299
1541	2626.123668	45.273110	2.323723	-0.539459	35.908290
1543	2628.207234	44.029342	2.358775	-0.537841	35.205591
1545	2630.292359	42.833246	2.405915	-0.536446	32.326214
1547	2632.376003	41.761671	2.406430	-0.533795	31.174234
1549	2634.458884	40.919841	2.319313	-0.530898	29.798706
1551	2636.539753	40.041774	2.358486	-0.530099	28.526565
1553	2638.614433	39.200782	2.300849	-0.530326	26.103573
1555	2640.692640	38.044299	2.237670	-0.529947	24.701826
1557	2642.773832	36.910989	2.215606	-0.529017	23.344131
1559	2644.858973	35.787602	2.232398	-0.524566	22.465781
1561	2646.946223	34.891391	2.234551	-0.519161	21.676723
1563	2649.029627	34.151246	2.261023	-0.516240	21.033605
1565	2651.111672	33.502748	2.302616	-0.516251	20.086075
1567	2653.191522	32.683096	2.197032	-0.516503	17.476942
1569	2655.271706	31.950064	2.198803	-0.511951	17.164364
1571	2657.349998	31.246254	2.116485	-0.512730	16.518165
1573	2659.431857	30.238774	2.086579	-0.507465	16.007737
1575	2661.512779	29.481863	2.052323	-0.505355	14.934270
1577	2663.596621	28.801505	2.092704	-0.502640	14.005554
1579	2665.675527	28.119074	2.000109	-0.499837	12.428888
1581	2667.759348	27.271190	1.973621	-0.494956	12.389661
