num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2131	3268.419384	85.433745	-1.383612	-0.536155	125.593116
2133	3270.501482	83.849926	-1.185199	-0.534789	122.098397
2135	3272.583759	82.501006	-1.313677	-0.534866	113.584007
2137	3274.666702	81.601247	-1.125224	-0.537526	111.591677
2139	3276.747816	80.228481	-0.925151	-0.538294	105.143647
2141	3278.828678	79.025557	-1.022637	-0.540581	109.771247
2143	3280.910596	77.802899	-0.818015	-0.543139	98.601281
2145	3282.990790	76.660637	-0.895903	-0.541860	97.743630
2147	3285.071818	75.356638	-0.832867	-0.545311	96.269535
2149	3287.153092	74.123453	-0.968477	-0.547033	90.629808
2151	3289.235366	72.945666	-0.843860	-0.546989	91.319072
2153	3291.318862	71.964673	-0.820073	-0.544931	85.790730
2155	3293.401537	70.798945	-0.798997	-0.544631	90.469850
2157	3295.485474	69.897354	-0.689862	-0.544558	79.594044
2159	3297.567822	68.845932	-0.622079	-0.544923	80.257445
2161	3299.649435	67.792727	-0.505762	-0.545785	76.449552
2163	3301.731704	66.706113	-0.496725	-0.546722	74.046076
2165	3303.812684	65.502703	-0.406846	-0.549077	73.952848
2167	3305.894002	64.444281	-0.340219	-0.549192	68.969477
2169	3307.975604	63.276744	-0.242610	-0.549972	69.010306
2171	3310.057018	62.374289	-0.211737	-0.552037	65.504592
2173	3312.138884	61.351102	-0.276081	-0.551691	62.508323
2175	3314.221087	60.317216	-0.257625	-0.553578	59.805971
2177	3316.302639	59.216348	-0.155748	-0.553608	57.879446
2179	3318.384426	58.278195	-0.156787	-0.553956	56.658137
2181	3320.465773	57.250617	-0.107085	-0.555088	53.307729
2183	3322.546362	56.346038	-0.096292	-0.555172	50.857838
2185	3324.626443	55.345326	-0.063963	-0.554158	50.605028
2187	3326.706130	54.517837	-0.020552	-0.552327	48.126447
2189	3328.785802	53.514349	-0.042507	-0.551128	46.519920
2191	3330.866520	52.527916	0.027971	-0.549262	45.325248
2193	3332.947612	51.566760	0.062591	-0.549589	43.341892
2195	3335.029609	50.620344	0.155759	-0.550407	41.462052
2197	3337.111980	49.703290	0.207944	-0.551183	41.191989
2199	3339.194500	48.805886	0.219971	-0.552669	38.852659
2201	3341.276739	47.933113	0.260691	-0.553479	37.673106
2203	3343.358984	47.040669	0.279865	-0.553334	36.285720
2205	3345.440616	46.212580	0.259224	-0.553831	36.036940
2207	3347.522183	45.380345	0.297398	-0.553289	32.727533
2209	3349.603107	44.567017	0.349990	-0.552649	32.921965
2211	3351.683256	43.753560	0.408424	-0.551220	31.575837
2213	3353.763996	43.036924	0.382513	-0.551655	30.763230
2215	3355.840476	42.270561	0.389551	-0.548304	29.028431
2217	3357.924326	41.317994	0.457472	-0.549432	27.522629
2219	3360.003165	40.585505	0.432807	-0.550088	26.488212
2221	3362.082487	39.810051	0.437765	-0.548105	25.616613
2223	3364.164464	38.984279	0.450939	-0.547709	25.353833
2225	3366.247310	38.088594	0.474809	-0.545378	23.625915
2227	3368.329275	37.427545	0.522634	-0.544730	22.630673
2229	3370.412691	36.699569	0.533911	-0.542809	22.563557
2231	3372.496181	35.906225	0.551144	-0.538220	20.786353
2233	3374.578666	35.280769	0.550913	-0.537512	20.173038
2235	3376.660137	34.663743	0.574518	-0.538008	20.070608
2237	3378.741666	34.028089	0.633338	-0.535801	18.429025
2239	3380.821969	33.425472	0.609869	-0.536109	19.175125
2241	3382.903360	32.702120	0.634026	-0.533038	17.686395
2243	3384.984706	32.063834	0.652353	-0.529203	16.696239
2245	3387.065719	31.484352	0.653989	-0.527318	16.741922
2247	3389.146343	30.925071	0.636791	-0.525354	15.054358
2249	3391.226312	30.359808	0.636909	-0.524061	15.624351
2251	3393.305239	29.815074	0.657227	-0.521055	14.458139
2253	3395.383812	29.332328	0.662583	-0.518056	13.535477
2255	3397.462339	28.787782	0.657015	-0.515960	13.138427
