num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
453	1335.652985	74.172050	0.285794	-0.572389	141.804433
455	1337.737379	67.709816	0.324386	-0.574121	125.281458
457	1339.824094	61.525535	0.327645	-0.575547	95.006959
459	1341.909677	55.703779	0.330890	-0.574790	73.611061
461	1343.995314	50.183468	0.438341	-0.574587	60.674908
463	1346.081580	44.669251	0.427840	-0.572683	49.971275
465	1348.168386	39.984313	0.400839	-0.572703	44.258195
467	1350.256719	35.525107	0.364049	-0.569449	31.731595
469	1352.345224	31.665061	0.379615	-0.561580	25.745824
471	1354.434824	28.159005	0.375502	-0.553363	20.667939
473	1356.522217	25.123784	0.367697	-0.544267	16.024208
475	1358.602443	22.436555	0.338657	-0.530485	12.018812
