crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	-113.059448	2035	0.000000
281474976710655.000000	-92.190491	2036	0.000000
281474976710655.000000	-210.457886	2037	0.000000
281474976710655.000000	Inf	2038	0.000000
281474976710655.000000	-85.506386	2039	0.000000
281474976710655.000000	-88.244347	2040	0.000000
281474976710655.000000	-55.345676	2041	0.000000
281474976710655.000000	-72.415215	2042	0.000000
281474976710655.000000	-44.887138	2043	0.000000
281474976710655.000000	-37.292843	2044	0.000000
281474976710655.000000	-56.524586	2045	0.000000
281474976710655.000000	-47.949387	2046	0.000000
281474976710655.000000	-46.364014	2047	0.000000
281474976710655.000000	-50.556206	2048	0.000000
281474976710655.000000	-43.812119	2049	0.000000
281474976710655.000000	-36.723953	2050	0.000000
281474976710655.000000	-31.992399	2051	0.000000
281474976710655.000000	-36.403606	2052	0.000000
281474976710655.000000	-29.239376	2053	0.000000
281474976710655.000000	-25.843327	2054	0.000000
281474976710655.000000	-27.312342	2055	0.000000
281474976710655.000000	-22.917397	2056	0.000000
281474976710655.000000	-20.962208	2057	0.000000
281474976710655.000000	-19.145905	2058	0.000000
281474976710655.000000	-16.935064	2059	0.000000
281474976710655.000000	-18.404789	2060	0.000000
281474976710655.000000	-16.169624	2061	0.000000
281474976710655.000000	-13.910180	2062	0.000000
281474976710655.000000	-12.709705	2063	0.000000
281474976710655.000000	-11.867443	2064	0.000000
281474976710655.000000	-10.388919	2065	0.000000
281474976710655.000000	-9.932366	2066	0.000000
281474976710655.000000	-8.944772	2067	0.000000
281474976710655.000000	-8.657475	2068	0.000000
281474976710655.000000	-7.415259	2069	0.000000
