crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	62.539658	530	0.000000
281474976710655.000000	114.480415	531	0.000000
281474976710655.000000	100.192696	532	0.000000
281474976710655.000000	95.059464	533	0.000000
281474976710655.000000	85.444054	534	0.000000
281474976710655.000000	51.761726	535	0.000000
281474976710655.000000	133.218002	536	0.000000
281474976710655.000000	60.940941	537	0.000000
281474976710655.000000	36.551895	538	0.000000
281474976710655.000000	46.344337	539	0.000000
281474976710655.000000	43.221119	540	0.000000
281474976710655.000000	43.175564	541	0.000000
281474976710655.000000	32.092304	542	0.000000
281474976710655.000000	35.833168	543	0.000000
281474976710655.000000	28.396725	544	0.000000
281474976710655.000000	24.500042	545	0.000000
281474976710655.000000	22.801170	546	0.000000
281474976710655.000000	19.787600	547	0.000000
281474976710655.000000	17.429617	548	0.000000
281474976710655.000000	14.467105	549	0.000000
281474976710655.000000	12.108151	550	0.000000
281474976710655.000000	12.117229	551	0.000000
281474976710655.000000	10.484923	552	0.000000
281474976710655.000000	9.647171	553	0.000000
281474976710655.000000	8.254877	554	0.000000
