crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	49.530800	476	0.000000
281474976710655.000000	Inf	477	0.000000
281474976710655.000000	104.815720	478	0.000000
281474976710655.000000	49.548439	479	0.000000
281474976710655.000000	99.132164	480	0.000000
281474976710655.000000	98.768021	481	0.000000
281474976710655.000000	65.126068	482	0.000000
281474976710655.000000	96.196045	483	0.000000
281474976710655.000000	104.656998	484	0.000000
281474976710655.000000	98.151535	485	0.000000
281474976710655.000000	49.773224	486	0.000000
281474976710655.000000	45.445892	487	0.000000
281474976710655.000000	90.433174	488	0.000000
281474976710655.000000	99.277405	489	0.000000
281474976710655.000000	92.578011	490	0.000000
281474976710655.000000	98.449265	491	0.000000
281474976710655.000000	94.226608	492	0.000000
281474976710655.000000	90.701805	493	0.000000
281474976710655.000000	85.972839	494	0.000000
281474976710655.000000	91.817696	495	0.000000
281474976710655.000000	180.220245	496	0.000000
281474976710655.000000	91.844856	497	0.000000
281474976710655.000000	82.248970	498	0.000000
281474976710655.000000	86.534111	499	0.000000
281474976710655.000000	44.339123	500	0.000000
281474976710655.000000	162.270645	501	0.000000
281474976710655.000000	78.911400	502	0.000000
281474976710655.000000	42.282467	503	0.000000
281474976710655.000000	84.344330	504	0.000000
281474976710655.000000	92.787094	505	0.000000
281474976710655.000000	90.209793	506	0.000000
281474976710655.000000	170.041046	507	0.000000
281474976710655.000000	74.957062	508	0.000000
281474976710655.000000	150.586243	509	0.000000
281474976710655.000000	77.275208	510	0.000000
281474976710655.000000	81.029137	511	0.000000
281474976710655.000000	77.895226	512	0.000000
281474976710655.000000	74.913460	513	0.000000
281474976710655.000000	76.861137	514	0.000000
281474976710655.000000	80.675133	515	0.000000
281474976710655.000000	80.225899	516	0.000000
281474976710655.000000	49.370415	517	0.000000
281474976710655.000000	78.336716	518	0.000000
281474976710655.000000	77.501122	519	0.000000
281474976710655.000000	77.250336	520	0.000000
281474976710655.000000	72.363663	521	0.000000
281474976710655.000000	72.131599	522	0.000000
281474976710655.000000	73.031944	523	0.000000
281474976710655.000000	70.735291	524	0.000000
281474976710655.000000	54.853531	525	0.000000
281474976710655.000000	68.491112	526	0.000000
281474976710655.000000	71.065033	527	0.000000
281474976710655.000000	68.516396	528	0.000000
281474976710655.000000	66.705475	529	0.000000
281474976710655.000000	66.190033	530	0.000000
281474976710655.000000	34.163666	531	0.000000
281474976710655.000000	67.967529	532	0.000000
281474976710655.000000	74.912193	533	0.000000
281474976710655.000000	64.874115	534	0.000000
281474976710655.000000	72.702377	535	0.000000
281474976710655.000000	67.052368	536	0.000000
281474976710655.000000	63.474941	537	0.000000
281474976710655.000000	61.683228	538	0.000000
281474976710655.000000	49.736198	539	0.000000
281474976710655.000000	60.750725	540	0.000000
281474976710655.000000	63.683987	541	0.000000
281474976710655.000000	63.986805	542	0.000000
281474976710655.000000	60.121738	543	0.000000
281474976710655.000000	58.104168	544	0.000000
281474976710655.000000	47.085495	545	0.000000
281474976710655.000000	46.008415	546	0.000000
281474976710655.000000	56.352333	547	0.000000
281474976710655.000000	55.670582	548	0.000000
281474976710655.000000	54.961800	549	0.000000
281474976710655.000000	60.465542	550	0.000000
281474976710655.000000	59.297390	551	0.000000
281474976710655.000000	53.177750	552	0.000000
281474976710655.000000	55.828506	553	0.000000
281474976710655.000000	44.377689	554	0.000000
281474976710655.000000	54.620686	555	0.000000
281474976710655.000000	54.356262	556	0.000000
281474976710655.000000	83.992409	557	0.000000
281474976710655.000000	53.706127	558	0.000000
281474976710655.000000	54.796188	559	0.000000
281474976710655.000000	64.589317	560	0.000000
281474976710655.000000	43.032318	561	0.000000
281474976710655.000000	39.969944	562	0.000000
281474976710655.000000	38.550598	563	0.000000
281474976710655.000000	38.730312	564	0.000000
281474976710655.000000	40.611225	565	0.000000
281474976710655.000000	39.664387	566	0.000000
281474976710655.000000	52.549637	567	0.000000
281474976710655.000000	67.754639	568	0.000000
281474976710655.000000	52.026573	569	0.000000
281474976710655.000000	37.824757	570	0.000000
281474976710655.000000	51.070297	571	0.000000
281474976710655.000000	39.551216	572	0.000000
281474976710655.000000	46.092148	573	0.000000
281474976710655.000000	43.481056	574	0.000000
281474976710655.000000	48.335247	575	0.000000
281474976710655.000000	44.545589	576	0.000000
281474976710655.000000	37.176991	577	0.000000
281474976710655.000000	38.156773	578	0.000000
281474976710655.000000	46.234329	579	0.000000
281474976710655.000000	37.553108	580	0.000000
281474976710655.000000	48.591614	581	0.000000
281474976710655.000000	56.666569	582	0.000000
281474976710655.000000	40.810551	583	0.000000
281474976710655.000000	62.967133	584	0.000000
281474976710655.000000	60.334335	585	0.000000
281474976710655.000000	35.273930	586	0.000000
281474976710655.000000	34.528603	587	0.000000
281474976710655.000000	38.721214	588	0.000000
281474976710655.000000	41.675491	589	0.000000
281474976710655.000000	39.907845	590	0.000000
281474976710655.000000	37.284306	591	0.000000
281474976710655.000000	33.870022	592	0.000000
281474976710655.000000	37.918598	593	0.000000
281474976710655.000000	39.069851	594	0.000000
281474976710655.000000	53.961750	595	0.000000
281474976710655.000000	49.117840	596	0.000000
281474976710655.000000	38.035652	597	0.000000
281474976710655.000000	33.755604	598	0.000000
281474976710655.000000	35.612324	599	0.000000
281474976710655.000000	40.688389	600	0.000000
281474976710655.000000	34.638813	601	0.000000
281474976710655.000000	38.579285	602	0.000000
281474976710655.000000	42.304646	603	0.000000
281474976710655.000000	33.360100	604	0.000000
281474976710655.000000	41.193367	605	0.000000
281474976710655.000000	32.736214	606	0.000000
281474976710655.000000	32.607193	607	0.000000
281474976710655.000000	38.221695	608	0.000000
281474976710655.000000	29.227777	609	0.000000
281474976710655.000000	37.296608	610	0.000000
281474976710655.000000	30.771742	611	0.000000
281474976710655.000000	29.223383	612	0.000000
281474976710655.000000	32.717091	613	0.000000
281474976710655.000000	30.234161	614	0.000000
281474976710655.000000	35.918530	615	0.000000
281474976710655.000000	32.577385	616	0.000000
281474976710655.000000	30.388409	617	0.000000
281474976710655.000000	28.659189	618	0.000000
281474976710655.000000	34.786057	619	0.000000
281474976710655.000000	33.625233	620	0.000000
281474976710655.000000	29.429850	621	0.000000
281474976710655.000000	28.233141	622	0.000000
281474976710655.000000	33.207794	623	0.000000
281474976710655.000000	28.318039	624	0.000000
281474976710655.000000	31.171963	625	0.000000
281474976710655.000000	26.360174	626	0.000000
281474976710655.000000	27.628654	627	0.000000
281474976710655.000000	29.762646	628	0.000000
281474976710655.000000	28.011755	629	0.000000
281474976710655.000000	29.576591	630	0.000000
281474976710655.000000	30.441662	631	0.000000
281474976710655.000000	28.854736	632	0.000000
281474976710655.000000	32.279186	633	0.000000
281474976710655.000000	30.318287	634	0.000000
281474976710655.000000	28.342974	635	0.000000
281474976710655.000000	24.215551	636	0.000000
281474976710655.000000	29.435980	637	0.000000
281474976710655.000000	26.468296	638	0.000000
281474976710655.000000	25.503380	639	0.000000
281474976710655.000000	28.287752	640	0.000000
281474976710655.000000	29.308071	641	0.000000
281474976710655.000000	26.959471	642	0.000000
281474976710655.000000	25.627287	643	0.000000
281474976710655.000000	26.364288	644	0.000000
281474976710655.000000	25.566391	645	0.000000
281474976710655.000000	26.457405	646	0.000000
281474976710655.000000	24.341276	647	0.000000
281474976710655.000000	23.731035	648	0.000000
281474976710655.000000	21.911039	649	0.000000
281474976710655.000000	24.908865	650	0.000000
281474976710655.000000	25.201847	651	0.000000
281474976710655.000000	23.930857	652	0.000000
281474976710655.000000	23.080208	653	0.000000
281474976710655.000000	23.447691	654	0.000000
281474976710655.000000	24.297297	655	0.000000
281474976710655.000000	23.622755	656	0.000000
281474976710655.000000	23.062841	657	0.000000
281474976710655.000000	20.362759	658	0.000000
281474976710655.000000	23.160599	659	0.000000
281474976710655.000000	24.166231	660	0.000000
281474976710655.000000	22.150961	661	0.000000
281474976710655.000000	21.612843	662	0.000000
281474976710655.000000	22.234341	663	0.000000
281474976710655.000000	20.901321	664	0.000000
281474976710655.000000	21.194309	665	0.000000
281474976710655.000000	21.911301	666	0.000000
281474976710655.000000	20.264290	667	0.000000
281474976710655.000000	20.365986	668	0.000000
281474976710655.000000	20.335585	669	0.000000
281474976710655.000000	18.862139	670	0.000000
281474976710655.000000	19.057339	671	0.000000
281474976710655.000000	19.496597	672	0.000000
281474976710655.000000	20.319693	673	0.000000
281474976710655.000000	20.054218	674	0.000000
281474976710655.000000	18.655941	675	0.000000
281474976710655.000000	19.276506	676	0.000000
281474976710655.000000	19.257498	677	0.000000
281474976710655.000000	18.847649	678	0.000000
281474976710655.000000	17.763342	679	0.000000
281474976710655.000000	17.416653	680	0.000000
281474976710655.000000	19.466911	681	0.000000
281474976710655.000000	16.702347	682	0.000000
281474976710655.000000	17.253290	683	0.000000
281474976710655.000000	16.659403	684	0.000000
281474976710655.000000	17.044697	685	0.000000
281474976710655.000000	16.900789	686	0.000000
281474976710655.000000	17.620371	687	0.000000
281474976710655.000000	17.030933	688	0.000000
281474976710655.000000	16.779354	689	0.000000
281474976710655.000000	15.941864	690	0.000000
281474976710655.000000	16.707069	691	0.000000
281474976710655.000000	16.680988	692	0.000000
281474976710655.000000	16.276577	693	0.000000
281474976710655.000000	15.815893	694	0.000000
281474976710655.000000	15.883604	695	0.000000
281474976710655.000000	14.890822	696	0.000000
281474976710655.000000	16.333494	697	0.000000
281474976710655.000000	15.805444	698	0.000000
281474976710655.000000	15.480889	699	0.000000
281474976710655.000000	15.170422	700	0.000000
281474976710655.000000	14.932070	701	0.000000
281474976710655.000000	14.314577	702	0.000000
281474976710655.000000	13.727144	703	0.000000
281474976710655.000000	14.606980	704	0.000000
281474976710655.000000	14.500209	705	0.000000
281474976710655.000000	13.570203	706	0.000000
281474976710655.000000	13.319891	707	0.000000
281474976710655.000000	13.470925	708	0.000000
281474976710655.000000	14.781687	709	0.000000
281474976710655.000000	13.878839	710	0.000000
281474976710655.000000	13.457599	711	0.000000
281474976710655.000000	13.182432	712	0.000000
281474976710655.000000	12.702302	713	0.000000
281474976710655.000000	13.079319	714	0.000000
281474976710655.000000	13.621571	715	0.000000
281474976710655.000000	12.252117	716	0.000000
281474976710655.000000	13.950508	717	0.000000
281474976710655.000000	12.836830	718	0.000000
281474976710655.000000	12.107980	719	0.000000
281474976710655.000000	11.731547	720	0.000000
281474976710655.000000	12.616499	721	0.000000
281474976710655.000000	12.058041	722	0.000000
281474976710655.000000	12.518387	723	0.000000
281474976710655.000000	11.525249	724	0.000000
281474976710655.000000	11.731030	725	0.000000
281474976710655.000000	11.472193	726	0.000000
281474976710655.000000	11.331203	727	0.000000
281474976710655.000000	11.374699	728	0.000000
281474976710655.000000	11.498526	729	0.000000
