crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	-54.349899	2629	0.000000
281474976710655.000000	-211.412659	2630	0.000000
281474976710655.000000	-94.743805	2631	0.000000
281474976710655.000000	-215.793289	2632	0.000000
281474976710655.000000	-89.783249	2633	0.000000
281474976710655.000000	-99.994957	2634	0.000000
281474976710655.000000	-90.644157	2635	0.000000
281474976710655.000000	-88.658463	2636	0.000000
281474976710655.000000	-61.987904	2637	0.000000
281474976710655.000000	-75.615204	2638	0.000000
281474976710655.000000	Inf	2639	0.000000
281474976710655.000000	-78.781944	2640	0.000000
281474976710655.000000	-78.136452	2641	0.000000
281474976710655.000000	-79.425018	2642	0.000000
281474976710655.000000	-71.503700	2643	0.000000
281474976710655.000000	-156.599976	2644	0.000000
281474976710655.000000	-65.909317	2645	0.000000
281474976710655.000000	-69.238533	2646	0.000000
281474976710655.000000	-50.326542	2647	0.000000
281474976710655.000000	-68.312691	2648	0.000000
281474976710655.000000	-64.450630	2649	0.000000
281474976710655.000000	-39.063225	2650	0.000000
281474976710655.000000	-69.736664	2651	0.000000
281474976710655.000000	-62.763836	2652	0.000000
281474976710655.000000	-38.518822	2653	0.000000
281474976710655.000000	-44.848015	2654	0.000000
281474976710655.000000	-54.571495	2655	0.000000
281474976710655.000000	-57.858936	2656	0.000000
281474976710655.000000	-50.105865	2657	0.000000
281474976710655.000000	-47.308418	2658	0.000000
281474976710655.000000	-39.384586	2659	0.000000
281474976710655.000000	-44.878307	2660	0.000000
281474976710655.000000	-42.552338	2661	0.000000
281474976710655.000000	-42.545223	2662	0.000000
281474976710655.000000	-41.265472	2663	0.000000
281474976710655.000000	-39.898476	2664	0.000000
281474976710655.000000	-32.477859	2665	0.000000
281474976710655.000000	-40.330414	2666	0.000000
281474976710655.000000	-34.352985	2667	0.000000
281474976710655.000000	-33.412746	2668	0.000000
281474976710655.000000	-34.823048	2669	0.000000
281474976710655.000000	-32.982300	2670	0.000000
281474976710655.000000	-37.489532	2671	0.000000
281474976710655.000000	-32.353207	2672	0.000000
281474976710655.000000	-30.741713	2673	0.000000
281474976710655.000000	-30.135233	2674	0.000000
281474976710655.000000	-31.911318	2675	0.000000
281474976710655.000000	-29.123240	2676	0.000000
281474976710655.000000	-28.816837	2677	0.000000
281474976710655.000000	-24.195547	2678	0.000000
281474976710655.000000	-26.048838	2679	0.000000
281474976710655.000000	-23.623159	2680	0.000000
281474976710655.000000	-25.077335	2681	0.000000
281474976710655.000000	-22.967781	2682	0.000000
281474976710655.000000	-23.529629	2683	0.000000
281474976710655.000000	-21.288794	2684	0.000000
281474976710655.000000	-21.339647	2685	0.000000
281474976710655.000000	-22.334269	2686	0.000000
281474976710655.000000	-20.002193	2687	0.000000
281474976710655.000000	-18.813988	2688	0.000000
281474976710655.000000	-17.882854	2689	0.000000
281474976710655.000000	-17.570820	2690	0.000000
281474976710655.000000	-17.819206	2691	0.000000
281474976710655.000000	-16.766497	2692	0.000000
281474976710655.000000	-16.613804	2693	0.000000
281474976710655.000000	-16.022003	2694	0.000000
281474976710655.000000	-16.170254	2695	0.000000
281474976710655.000000	-14.267389	2696	0.000000
281474976710655.000000	-13.986037	2697	0.000000
281474976710655.000000	-14.091825	2698	0.000000
281474976710655.000000	-13.152894	2699	0.000000
281474976710655.000000	-13.289737	2700	0.000000
281474976710655.000000	-13.283004	2701	0.000000
281474976710655.000000	-12.562937	2702	0.000000
281474976710655.000000	-12.040734	2703	0.000000
281474976710655.000000	-11.456234	2704	0.000000
281474976710655.000000	-10.924357	2705	0.000000
281474976710655.000000	-10.370422	2706	0.000000
281474976710655.000000	-10.417298	2707	0.000000
281474976710655.000000	-10.172490	2708	0.000000
281474976710655.000000	-9.774078	2709	0.000000
