num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3441	7532.226171	89.784697	-6.600898	2.619279	106.546631
3443	7534.305016	87.957331	-6.440786	2.612928	104.536732
3445	7536.390315	86.314367	-6.448974	2.620244	95.023821
3447	7538.472941	85.388511	-6.546545	2.623136	93.402020
3449	7540.553450	84.242381	-6.610213	2.621026	95.285414
3451	7542.632174	83.239002	-6.584684	2.622296	91.988993
3453	7544.710677	81.800411	-6.649979	2.628732	93.837309
3455	7546.793584	80.014184	-6.874822	2.623878	93.561150
3457	7548.881210	78.791731	-6.919050	2.605813	86.255939
3459	7550.962204	78.355367	-6.726749	2.605315	81.982534
3461	7553.035870	77.301166	-6.709770	2.619145	75.363950
3463	7555.113953	75.552761	-6.921516	2.623604	78.012690
3465	7557.197960	74.121015	-6.995624	2.614853	78.001328
3467	7559.282946	72.982796	-7.040948	2.608224	74.003916
3469	7561.365797	71.947827	-6.958415	2.608747	76.449815
3471	7563.444877	70.970422	-7.031286	2.608441	69.681910
3473	7565.521934	70.017365	-7.105860	2.605010	68.858728
3475	7567.597923	68.766704	-7.104138	2.595569	65.136552
3477	7569.680318	66.896654	-6.936886	2.594483	62.320986
3479	7571.766596	65.768040	-6.901868	2.606677	61.006035
3481	7573.852210	65.007341	-7.007385	2.611719	58.628839
3483	7575.931277	64.284203	-7.107064	2.605128	58.489681
3485	7578.006254	63.133540	-7.123430	2.596926	53.993834
3487	7580.081488	62.019902	-7.092428	2.592082	52.008877
3489	7582.161006	60.742450	-7.019789	2.591085	50.552705
3491	7584.240239	59.686232	-7.037850	2.591421	50.070982
3495	7588.401220	57.540371	-7.095406	2.595251	44.371779
3497	7590.482939	56.353767	-7.182949	2.594845	45.625463
3499	7592.567980	55.113649	-7.127914	2.589828	45.464850
3501	7594.653373	54.135516	-7.128731	2.581973	44.195290
3503	7596.738673	53.365611	-7.086973	2.575815	43.853065
3505	7598.817949	52.587620	-6.999596	2.577040	39.010934
3507	7600.890873	51.730608	-6.947274	2.582577	36.078741
3509	7602.965000	50.714433	-6.975532	2.589214	35.335308
3511	7605.042486	49.636577	-7.038227	2.590790	34.333731
3513	7607.124915	48.677142	-7.057951	2.585541	34.939970
3515	7609.205878	47.873333	-7.047011	2.581192	34.974298
3517	7611.284592	47.038657	-7.023549	2.577045	31.253285
3519	7613.363723	46.137723	-7.031809	2.570904	30.602196
3521	7615.443352	44.939134	-6.949343	2.566851	29.692097
3523	7617.528884	43.737458	-6.876534	2.568804	27.883739
3525	7619.618379	43.167148	-6.858592	2.577003	28.254138
3527	7621.702052	42.564086	-6.860020	2.579737	25.896651
3529	7623.782998	42.024724	-6.901128	2.576964	25.760181
3531	7625.862080	41.317357	-6.859665	2.575349	25.032226
3533	7627.940600	40.511045	-6.793244	2.573329	24.084084
3535	7630.020142	39.637058	-6.783656	2.570426	21.949319
3537	7632.099056	38.961996	-6.708007	2.570853	21.374483
3539	7634.180028	38.191756	-6.663516	2.570112	20.830930
3541	7636.258686	37.539994	-6.634992	2.567124	19.917593
3543	7638.341462	36.761073	-6.532837	2.565711	19.394868
3545	7640.423797	36.041484	-6.515657	2.561335	18.727093
3547	7642.505298	35.351623	-6.422841	2.559265	17.873318
3549	7644.589947	34.767738	-6.362493	2.556186	18.910245
3551	7646.667300	34.082967	-6.268882	2.551855	16.048672
3553	7648.741730	33.511025	-6.157599	2.559780	16.114726
3555	7650.813528	32.887015	-6.128559	2.561698	15.369936
3557	7652.884932	32.170645	-6.060638	2.568255	14.099555
3559	7654.961967	31.548662	-6.001416	2.571109	13.383453
3561	7657.042576	30.852257	-5.983531	2.566383	13.547820
