num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3089	4309.569352	86.692971	-3.141060	-0.515325	95.840190
3091	4311.648964	86.104116	-2.966568	-0.515187	116.434278
3093	4313.730240	85.181993	-3.041118	-0.517039	103.728232
3095	4315.809714	84.360319	-2.759877	-0.516523	102.880864
3097	4317.891625	83.699246	-2.857355	-0.523118	96.033592
3099	4319.970284	83.020680	-2.783340	-0.522632	100.148159
3101	4322.050390	82.168753	-2.627124	-0.523858	96.352697
3103	4324.130172	81.482964	-2.729601	-0.524970	92.244864
3105	4326.211066	80.800318	-2.557846	-0.525078	94.583236
3107	4328.290058	80.033597	-2.651808	-0.525179	91.768934
3109	4330.369368	79.151094	-2.513319	-0.526441	89.994089
3111	4332.449648	78.662200	-2.368409	-0.525725	84.765435
3113	4334.527528	77.804780	-2.361470	-0.527181	89.975919
3115	4336.607356	77.063309	-2.421554	-0.528474	84.165378
3117	4338.687081	76.330694	-2.260291	-0.529203	81.965821
3119	4340.766918	75.597239	-2.167830	-0.530968	83.719354
3121	4342.847684	74.935048	-2.126977	-0.530739	75.868674
3123	4344.927665	74.215047	-2.111123	-0.532551	78.664784
3125	4347.007688	73.436637	-2.012088	-0.533144	75.586368
3127	4349.087120	72.864754	-1.875297	-0.533335	74.517667
3129	4351.167498	72.114726	-1.804084	-0.536128	73.597652
3131	4353.247501	71.459577	-1.698497	-0.537053	71.891522
3133	4355.326801	70.770919	-1.708029	-0.537630	71.130461
3135	4357.406591	70.061180	-1.728587	-0.538171	67.801470
3137	4359.486461	69.449623	-1.755789	-0.539907	68.636570
3139	4361.566634	68.798726	-1.563040	-0.541125	67.005159
3141	4363.645976	68.127207	-1.625350	-0.540563	66.651128
3143	4365.726032	67.528053	-1.597932	-0.542405	64.256018
3145	4367.805826	66.835967	-1.602561	-0.542183	63.447036
3147	4369.886523	66.269918	-1.542803	-0.542227	62.408495
3149	4371.966959	65.710898	-1.552928	-0.541828	61.123870
