num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
231	842.042341	0.802718	-54.229582	1.041749	1.715105
233	844.118698	0.533069	-47.547079	1.048518	0.007041
235	846.196168	0.353596	-39.423626	1.050555	2.765080
237	848.276445	0.316821	-32.349884	1.066397	6.440521
239	850.366149	0.130000	-26.770684	1.088829	7.474915
241	852.449766	0.104504	-21.976506	1.109026	10.667143
243	854.540924	0.040144	-18.084517	1.126091	9.765997
245	856.626154	0.015959	-14.713033	1.134919	5.733941
247	858.710315	0.000000	-12.058668	1.139024	3.681677
249	860.803708	0.001233	-9.769224	1.142211	3.103649
249	860.803708	0.001233	-9.769224	1.142211	1.422497
