num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1991	5043.106749	92.999581	1.982141	2.649130	8.913271
1993	5045.195086	91.312550	2.032923	2.657709	191.229471
1995	5047.283667	80.806433	1.803641	2.658935	169.570943
1997	5049.371035	71.267900	1.643750	2.654138	149.705371
1999	5051.457304	61.618355	1.490369	2.650150	98.213766
2001	5053.545241	52.971309	1.380746	2.646705	72.301588
2003	5055.628213	45.232849	1.318535	2.644439	59.572775
2005	5057.703652	38.569058	1.231272	2.655289	40.320871
2007	5059.780082	32.526911	0.999618	2.674724	29.605436
2009	5061.873814	27.042230	0.704534	2.665096	21.178678
2011	5063.981870	22.877233	0.571307	2.638000	14.825824
