crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	Inf	2289	0.000000
281474976710655.000000	-53.317505	2290	0.000000
281474976710655.000000	-55.937645	2291	0.000000
281474976710655.000000	-110.700600	2292	0.000000
281474976710655.000000	-90.179344	2293	0.000000
281474976710655.000000	-95.956200	2294	0.000000
281474976710655.000000	-83.033295	2295	0.000000
281474976710655.000000	-75.053474	2296	0.000000
281474976710655.000000	-83.127449	2297	0.000000
281474976710655.000000	-69.614883	2298	0.000000
281474976710655.000000	-32.447060	2299	0.000000
281474976710655.000000	-47.898323	2300	0.000000
281474976710655.000000	-56.355389	2301	0.000000
281474976710655.000000	-41.278126	2302	0.000000
281474976710655.000000	-47.931522	2303	0.000000
281474976710655.000000	-35.868740	2304	0.000000
281474976710655.000000	-40.857391	2305	0.000000
281474976710655.000000	-44.093498	2306	0.000000
281474976710655.000000	-29.444586	2307	0.000000
281474976710655.000000	-34.634102	2308	0.000000
281474976710655.000000	-30.240662	2309	0.000000
281474976710655.000000	-28.500225	2310	0.000000
281474976710655.000000	-26.388327	2311	0.000000
281474976710655.000000	-23.878281	2312	0.000000
281474976710655.000000	-21.548645	2313	0.000000
281474976710655.000000	-18.946167	2314	0.000000
281474976710655.000000	-17.863226	2315	0.000000
281474976710655.000000	-16.879400	2316	0.000000
281474976710655.000000	-15.419798	2317	0.000000
281474976710655.000000	-13.210773	2318	0.000000
281474976710655.000000	-13.158109	2319	0.000000
281474976710655.000000	-11.760927	2320	0.000000
281474976710655.000000	-10.885162	2321	0.000000
281474976710655.000000	-9.889514	2322	0.000000
281474976710655.000000	-9.056315	2323	0.000000
