num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2289	5710.358417	79.772951	3.820928	2.537683	140.773931
2291	5712.443038	74.787251	3.747081	2.539919	133.568226
2293	5714.526222	70.110127	3.601106	2.539822	108.050736
2295	5716.612217	65.411610	3.410009	2.540804	89.975183
2297	5718.696252	60.805836	3.262276	2.541018	83.869969
2299	5720.779819	56.495140	3.084665	2.540200	74.232603
2301	5722.866417	52.307544	2.945281	2.540167	61.249066
2303	5724.951674	48.360348	2.801963	2.539144	52.047796
2305	5727.034680	44.688029	2.672869	2.538129	46.821947
2307	5729.119336	41.284528	2.501206	2.538145	40.544826
2309	5731.205462	38.188805	2.329934	2.535804	33.481713
2311	5733.291330	35.189621	2.161708	2.536542	30.500548
2313	5735.375711	32.506544	1.983997	2.536740	25.595519
2315	5737.458728	29.893206	1.798149	2.537719	21.795049
2317	5739.548274	27.461484	1.615765	2.539756	17.698386
2319	5741.633220	25.326850	1.503804	2.540259	14.942788
2321	5743.713431	23.329775	1.324532	2.540674	13.168481
