num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1923	4936.102518	27.784139	-2.570972	2.501370	1.977147
1927	4940.276232	67.459608	-3.676085	2.612352	117.142669
1929	4942.362689	58.575615	-3.498865	2.610562	91.367189
1931	4944.447808	50.267805	-3.326876	2.609403	69.476442
1933	4946.532941	42.960591	-3.114964	2.610639	48.703088
1935	4948.618304	36.565939	-2.818856	2.610513	36.141134
1937	4950.703184	31.061975	-2.456001	2.611591	27.288889
1939	4952.785918	26.306339	-2.128828	2.615264	19.955090
1941	4954.873777	22.262874	-1.820244	2.616798	13.428381
1943	4956.964792	18.784560	-1.553432	2.619427	9.844624
1945	4959.049146	15.926146	-1.327438	2.621882	6.665731
1947	4961.136161	13.381605	-1.124476	2.623570	5.534239
