crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	-128.581284	1925	0.000000
281474976710655.000000	-113.137688	1926	0.000000
281474976710655.000000	-86.690575	1927	0.000000
281474976710655.000000	-79.206039	1928	0.000000
281474976710655.000000	-67.045967	1929	0.000000
281474976710655.000000	-60.397823	1930	0.000000
281474976710655.000000	-43.434761	1931	0.000000
281474976710655.000000	-39.399712	1932	0.000000
281474976710655.000000	-36.314461	1933	0.000000
281474976710655.000000	-32.063293	1934	0.000000
281474976710655.000000	-26.009279	1935	0.000000
281474976710655.000000	-22.899162	1936	0.000000
281474976710655.000000	-20.170929	1937	0.000000
281474976710655.000000	-15.756039	1938	0.000000
281474976710655.000000	-13.644227	1939	0.000000
281474976710655.000000	-11.214248	1940	0.000000
281474976710655.000000	-9.513584	1941	0.000000
281474976710655.000000	-7.941395	1942	0.000000
281474976710655.000000	-6.659071	1943	0.000000
281474976710655.000000	-5.771435	1944	0.000000
281474976710655.000000	-4.969510	1945	0.000000
281474976710655.000000	-3.980705	1946	0.000000
281474976710655.000000	-3.372300	1947	0.000000
281474976710655.000000	-2.741587	1948	0.000000
281474976710655.000000	-2.274558	1949	0.000000
281474976710655.000000	-1.910987	1950	0.000000
