crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.438181	1698	0.000000
281474976710655.000000	1.132400	1699	0.000000
281474976710655.000000	0.980601	1700	0.000000
281474976710655.000000	1.342148	1701	0.000000
281474976710655.000000	2.477832	1702	0.000000
281474976710655.000000	4.047100	1703	0.000000
281474976710655.000000	4.891878	1704	0.000000
281474976710655.000000	8.874513	1705	0.000000
281474976710655.000000	9.738649	1706	0.000000
281474976710655.000000	7.387113	1707	0.000000
281474976710655.000000	7.790133	1708	0.000000
281474976710655.000000	7.259167	1709	0.000000
281474976710655.000000	5.166307	1710	0.000000
281474976710655.000000	3.544567	1711	0.000000
281474976710655.000000	3.750828	1712	0.000000
281474976710655.000000	1.830218	1713	0.000000
281474976710655.000000	2.112808	1714	0.000000
