crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	141.166168	1331	0.000000
281474976710655.000000	119.645752	1332	0.000000
281474976710655.000000	55.987392	1333	0.000000
281474976710655.000000	Inf	1334	0.000000
281474976710655.000000	Inf	1335	0.000000
281474976710655.000000	102.940834	1336	0.000000
281474976710655.000000	103.145042	1337	0.000000
281474976710655.000000	104.096802	1338	0.000000
281474976710655.000000	Inf	1339	0.000000
281474976710655.000000	53.373039	1340	0.000000
281474976710655.000000	46.282543	1341	0.000000
281474976710655.000000	92.158730	1342	0.000000
281474976710655.000000	95.767097	1343	0.000000
281474976710655.000000	92.339149	1344	0.000000
281474976710655.000000	Inf	1345	0.000000
281474976710655.000000	38.939568	1346	0.000000
281474976710655.000000	40.470680	1347	0.000000
281474976710655.000000	80.470207	1348	0.000000
281474976710655.000000	57.388817	1349	0.000000
281474976710655.000000	77.923698	1350	0.000000
281474976710655.000000	37.656757	1351	0.000000
281474976710655.000000	50.180092	1352	0.000000
281474976710655.000000	63.160545	1353	0.000000
281474976710655.000000	69.928520	1354	0.000000
281474976710655.000000	64.398903	1355	0.000000
281474976710655.000000	62.839397	1356	0.000000
281474976710655.000000	45.641991	1357	0.000000
281474976710655.000000	57.447769	1358	0.000000
281474976710655.000000	51.781429	1359	0.000000
281474976710655.000000	36.373104	1360	0.000000
281474976710655.000000	38.602970	1361	0.000000
281474976710655.000000	59.678307	1362	0.000000
281474976710655.000000	47.803963	1363	0.000000
281474976710655.000000	41.394363	1364	0.000000
281474976710655.000000	32.923138	1365	0.000000
281474976710655.000000	41.058678	1366	0.000000
281474976710655.000000	33.117882	1367	0.000000
281474976710655.000000	37.878277	1368	0.000000
281474976710655.000000	45.123085	1369	0.000000
281474976710655.000000	49.173279	1370	0.000000
281474976710655.000000	32.665359	1371	0.000000
281474976710655.000000	37.169830	1372	0.000000
281474976710655.000000	27.219137	1373	0.000000
281474976710655.000000	34.588234	1374	0.000000
281474976710655.000000	27.092232	1375	0.000000
281474976710655.000000	28.531178	1376	0.000000
281474976710655.000000	25.766975	1377	0.000000
281474976710655.000000	25.010567	1378	0.000000
281474976710655.000000	23.705332	1379	0.000000
281474976710655.000000	27.760593	1380	0.000000
281474976710655.000000	24.644220	1381	0.000000
281474976710655.000000	24.082779	1382	0.000000
281474976710655.000000	22.568813	1383	0.000000
281474976710655.000000	22.628584	1384	0.000000
281474976710655.000000	21.718004	1385	0.000000
281474976710655.000000	21.815950	1386	0.000000
281474976710655.000000	18.240812	1387	0.000000
281474976710655.000000	18.893835	1388	0.000000
281474976710655.000000	18.422205	1389	0.000000
281474976710655.000000	16.798450	1390	0.000000
281474976710655.000000	16.726517	1391	0.000000
281474976710655.000000	15.974542	1392	0.000000
281474976710655.000000	16.243959	1393	0.000000
281474976710655.000000	14.929687	1394	0.000000
281474976710655.000000	15.079618	1395	0.000000
281474976710655.000000	13.890491	1396	0.000000
281474976710655.000000	13.171094	1397	0.000000
281474976710655.000000	12.888826	1398	0.000000
281474976710655.000000	12.068455	1399	0.000000
281474976710655.000000	11.852940	1400	0.000000
281474976710655.000000	11.667393	1401	0.000000
281474976710655.000000	11.064506	1402	0.000000
281474976710655.000000	10.643255	1403	0.000000
